epoch,train_loss,train_rmse_fcnm,train_rmse_rhi,val_loss,val_rmse_fcnm,val_rmse_rhi,test_loss,test_rmse_fcnm,test_rmse_rhi,learning_rate
1.0,2.441235143977122,0.12298768251444114,2.253542266628656,0.8777970372129873,0.07949197398874813,0.2804113633961425,0.8891178843406382,0.07944091119746846,0.2918471328843221,0.001
2.0,0.6829230333981648,0.07229077381245733,1.1813469248895596,0.6782137119759742,0.08186555748274976,0.2436356627578992,0.6842102465890061,0.08177693797489805,0.24756136495434336,0.001
3.0,0.4655745026709613,0.06257696053008104,0.9255639178551925,0.4962131312292909,0.07546485482366629,0.2115975865756241,0.503078835811078,0.07591424933742508,0.21520629030788685,0.001
4.0,0.3984561703586005,0.05921173101331081,0.9017556621513103,0.3822188647876502,0.054468594286896994,0.19245025558379988,0.38647792257150854,0.0549776493907153,0.20055122788940144,0.001
5.0,0.33691210347929407,0.05695551377419597,0.8074567919412311,0.4875681514742658,0.058534575645402584,0.21466971043187238,0.502423884942383,0.05910187877939745,0.2226840472518279,0.001
6.0,0.29854600111998175,0.05405787424244181,0.7755665614687732,0.33189593204664475,0.05319154122243842,0.1874895584605887,0.3326273015849615,0.05339318528165683,0.19064497827243826,0.001
7.0,0.26790900655232225,0.0511296793268281,0.7126657855054529,0.31433337483490464,0.05886032535803796,0.1817555709737457,0.3184187470641045,0.05919449401840366,0.18937587561148042,0.001
8.0,0.25747746826108203,0.050914038451972024,0.69402402892229,0.4018548666433475,0.07017095515634371,0.20036259007557305,0.4105446727172892,0.07055132234650056,0.19809387791855543,0.001
9.0,0.22798519855496638,0.04854562542307463,0.6801217374431141,0.2505579868069222,0.05168552527603189,0.17256768379984647,0.24747350725971856,0.05185313213077562,0.1816248823894365,0.001
10.0,0.21702049057201184,0.04889101063802495,0.6591191368454471,0.2424532031751917,0.04880666273618747,0.17222929731042005,0.24437510270192106,0.04917680845393763,0.17925750235175564,0.001
