epoch,train_loss,train_rmse_fcnm,train_rmse_rhi,val_loss,val_rmse_fcnm,val_rmse_rhi,test_loss,test_rmse_fcnm,test_rmse_rhi,learning_rate
1.0,2.459822391540678,0.12235790214526689,2.213506128183731,1.0590089768009119,0.09733388083093082,0.31841289230387193,1.1011487124974013,0.09857545056322518,0.3290750732761351,0.001
2.0,0.6743002729203695,0.07148759875386781,1.2037078499090166,0.5951882232200165,0.08063038124585072,0.23559783610222182,0.6113658280991207,0.08116116713571979,0.23601980965903552,0.001
3.0,0.4738498386215793,0.06247390941191272,0.9616115297841169,0.40237850182178664,0.059398080660448806,0.2077098170355214,0.4102037173088647,0.0598853105177589,0.2083935824679949,0.001
4.0,0.39235405120175104,0.0586879321133763,0.9088148846529055,0.30286521655540305,0.05573943577396834,0.18536410740563125,0.30563462883782005,0.05608760715192082,0.19133346201842663,0.001
5.0,0.3314329763734912,0.05649980482368152,0.7999490179378101,0.3563356967426427,0.06866455908028402,0.18539674803604334,0.36962310108714413,0.06975090612499935,0.19775669484430797,0.001
6.0,0.29724941407282096,0.05382962355826576,0.776047496273503,0.3034493647734429,0.05747198749032192,0.1859737237386727,0.30552053631848164,0.057560741704674595,0.1937583812506516,0.001
7.0,0.2671064101147595,0.051684127424151044,0.7156347890063198,0.28459709186600884,0.05558492338245202,0.17970582251612313,0.2926009944425631,0.05644371042303865,0.18316237714686068,0.001
8.0,0.23765076158785375,0.04950801880026974,0.6737246733643537,0.24965865351818664,0.05492847734966928,0.17403661203967283,0.25359968773203817,0.05537526117417204,0.17731589269144754,0.001
9.0,0.22030601280690118,0.049223490001632585,0.6684335907912401,0.25526307213873944,0.054330564344445116,0.17330889271346936,0.2591860655265362,0.05429200330573973,0.18339121906706599,0.001
10.0,0.19877144490220056,0.04683471879270368,0.6192833556828986,0.2635130314395627,0.0493203021276764,0.17927909390504584,0.26877045791557996,0.049787634284449246,0.18464510339326592,0.001
11.0,0.18950186051914858,0.04637028969687074,0.6433670917051537,0.24551011120522412,0.052083552095249244,0.17328036712778835,0.250785158915609,0.05265164497658939,0.17998592338999592,0.001
12.0,0.17460350353790297,0.04465472941637584,0.5654437334653701,0.20936158642625283,0.05247778016565196,0.16344391414714168,0.21808716130521624,0.05302346507654274,0.1770851553221679,0.001
13.0,0.16468825670120005,0.04394696287059807,0.5547621878602362,0.1875227191117644,0.048781097475517614,0.1633375667756084,0.19088837240402037,0.049340755844536024,0.16751524235753917,0.001
14.0,0.14535303767003244,0.04255382994879442,0.5342195620827453,0.17787990792255653,0.04399078119938816,0.160761269703046,0.18440046772015567,0.044562939807134716,0.1689013162715769,0.001
15.0,0.15625752572467258,0.04382513816597583,0.5806596291751396,0.1877073144074932,0.04451050065855223,0.16481564829449652,0.19047329778799627,0.04486186972251936,0.17376467317945649,0.001
16.0,0.1298186881810435,0.040870457387959434,0.48590869843492873,0.19031268946440305,0.05012212153575285,0.16344828901143482,0.19665919333989682,0.050659077700408846,0.16737532050463755,0.001
17.0,0.1254962808670607,0.039986997266223616,0.46991159985146924,0.17388143989957486,0.05011246510701832,0.1600802471738418,0.1780895422833827,0.050393806144799394,0.16903845660265798,0.001
18.0,0.12001140384790364,0.039358518314036764,0.4781995622807213,0.16374002066841387,0.04334650770784307,0.16102933808294834,0.16745727881760786,0.04359807804411031,0.16623088375305883,0.001
19.0,0.11382452254119921,0.03953909646351841,0.45912419079326006,0.15037126296046524,0.04166241030999661,0.16005123968355142,0.1507493811883221,0.041648418883761466,0.16688590314324397,0.001
20.0,0.1064463900342452,0.037922433079086514,0.4587389362622234,0.14029879738807824,0.04091560577400839,0.1554155940466038,0.14497805373669612,0.04131439554569866,0.1636903833188515,0.001
21.0,0.10235029626110982,0.037767700829144144,0.4547482240038028,0.1315426703370616,0.03952293087877246,0.15505190337415056,0.13562925883672636,0.039793606775731585,0.16476121112274936,0.001
22.0,0.09995841848408399,0.037076233610805386,0.45991765677005986,0.13797066046750095,0.041509506643051135,0.1549960117159431,0.14351867442471078,0.041799481462833465,0.1703242980049593,0.001
23.0,0.09275834495095887,0.035916592366057154,0.37694809350686503,0.14645505340319975,0.04384080029943153,0.15523113859463405,0.1495014187462505,0.04408364777921782,0.1643961642289586,0.001
24.0,0.08936832320559025,0.03627429164124298,0.38699423551003603,0.12956074424901612,0.04057776092385352,0.1566395290844583,0.13085319942878515,0.04098178321194768,0.16314899314138162,0.001
25.0,0.08738043861651686,0.035566451379182455,0.41910210561200223,0.13413531184583002,0.04042327264859068,0.1559082262249466,0.13359263569403845,0.04041608132310154,0.16147404946699873,0.001
26.0,0.08370744796215099,0.03520438257763592,0.37245539287248786,0.12722217205722966,0.038349425757700305,0.15438347947250372,0.12651345841094885,0.03848109027593972,0.1599743569330778,0.001
27.0,0.08152629393733228,0.034543268636269005,0.4170969053492066,0.12974133296651277,0.04183464539550802,0.1553402474128613,0.1292566811201522,0.04216329927456214,0.1622510643520678,0.001
28.0,0.07538793855240336,0.034226269739032394,0.37079955961094285,0.13891582582334458,0.042167853113329434,0.1580008904751355,0.133861883294288,0.04165266858582518,0.16606878426224492,0.001
29.0,0.0797138822284494,0.03438999196632724,0.4002459191530845,0.1319723867039479,0.04360433207424392,0.15299750895106304,0.13209589800297955,0.043902446060727525,0.16401748825484527,0.001
30.0,0.0713962961033494,0.03325253085540545,0.35200869574175414,0.12655597496780616,0.04248385670564466,0.15494135365668602,0.1275441799782648,0.042756679925964367,0.1617743615916947,0.001
31.0,0.07576968959178569,0.033756629237368725,0.3828868358875526,0.12311502253824015,0.03994212825315881,0.15149074400944,0.12621250452778776,0.04014782185348736,0.1616473000169893,0.001
32.0,0.06752511656232653,0.032934132334197994,0.3596190672063064,0.12159877365311882,0.038868375501670584,0.15373832177243976,0.12391190168204001,0.03914004264400904,0.17115652124307446,0.001
33.0,0.06665218488174413,0.03259237064715684,0.3521115366532156,0.12526283826229742,0.04003186994234799,0.15442945757647225,0.1259270003579197,0.04005094769310888,0.16220684358632345,0.001
34.0,0.06457493372115802,0.03211605421177742,0.3688533208474633,0.1260146406897875,0.03973290021083642,0.15503591919285423,0.12573809416244197,0.03967543491588852,0.1636112058394379,0.001
35.0,0.06388027231990012,0.03184592464080056,0.34766403783891875,0.12233252561913642,0.040260812213225736,0.1561049352032237,0.12286050652691986,0.040557280358261144,0.16483549400558337,0.001
36.0,0.06354458069891679,0.031993889343752004,0.3574479067815676,0.12671171278777052,0.0412276186159991,0.15528796852840437,0.12770239138317624,0.04155843476987821,0.16288177565896456,0.001
