epoch,train_loss,train_rmse_fcnm,train_rmse_rhi,val_loss,val_rmse_fcnm,val_rmse_rhi,test_loss,test_rmse_fcnm,test_rmse_rhi,learning_rate
1.0,2.634553024878891,0.12445859642409078,2.3097666945299626,1.1461606612162336,0.07409215358750926,0.32101597387146585,1.1747549073759984,0.07524270501155392,0.3423884606130882,0.001
2.0,0.7359557248304709,0.07276132724979281,1.2336226305176359,0.713478098257434,0.07443579913712295,0.2373499303123679,0.7098645694709795,0.07520174521699086,0.2516945098319149,0.001
3.0,0.503101874601672,0.0632793322650778,0.9875859538092258,0.6351693804336463,0.07032760740143595,0.23600537700846214,0.6429611628353163,0.07105919655900193,0.24907834134779497,0.001
4.0,0.43479757938888297,0.06226689482350303,0.9443138209529783,0.4519323184627718,0.05338297038244132,0.20661721619057866,0.4523387688958012,0.05395856244472462,0.21770606758245578,0.001
5.0,0.36016650932968053,0.05722146065092748,0.8251439975931725,0.4194140347682122,0.050534428389402426,0.20192209470389755,0.42974307369971815,0.051167458963617844,0.218933773274331,0.001
6.0,0.3255734932462201,0.05585874326681381,0.8561325801165989,0.3937102904167455,0.06785771195173254,0.19468973380935048,0.3939663162044026,0.0680740063730044,0.20591198200622765,0.001
7.0,0.28803094868197404,0.05134521601679465,0.7728220707941342,0.3636389135909671,0.05453215095193376,0.19410312691120576,0.36801215055463565,0.055317031639235625,0.2048350028153296,0.001
8.0,0.2692417331778991,0.05072700270125118,0.7525229562403682,0.35336236593867115,0.055410451943374676,0.19155978631860213,0.35648756438653045,0.05575989977609465,0.20335008237880497,0.001
9.0,0.23774612098224973,0.049310301472626786,0.6737927350391556,0.32852560277357695,0.05443115234089556,0.18761189065084885,0.3329624161444452,0.055291359239721144,0.20126719848652105,0.001
10.0,0.23233181697647412,0.04965813260026833,0.6960950978173504,0.31883965122660934,0.056375435330923096,0.18205054915057423,0.3268839402759473,0.057147300818641694,0.20078915897062583,0.001
11.0,0.21222114315646595,0.047681525095978075,0.6646897478931196,0.26251622494318666,0.047359836634433924,0.1752134528906138,0.26651090260139665,0.04808348253624453,0.19429261345905272,0.001
12.0,0.1904314060056626,0.04539186365710221,0.6079309044311891,0.27577125544505227,0.0470069354065225,0.17541393348386164,0.28339724022927215,0.04777020874432128,0.19572047305190493,0.001
13.0,0.18495448701140382,0.04509389137295879,0.6041290365668783,0.25277195866177304,0.045563366822310644,0.17471979135727023,0.2584122459307464,0.04633155959115924,0.19294430477552407,0.001
14.0,0.16912662340497053,0.04357086202478978,0.5671963108179313,0.23338495987528526,0.04877869206729364,0.17060508597260055,0.24108797791624406,0.04962291484354412,0.19467244982562776,0.001
15.0,0.16726560068305507,0.04432117420956436,0.597100158266562,0.2413301813507558,0.04395043982541706,0.1717911165053809,0.2497220110119864,0.04470430734611235,0.19247252849217628,0.001
16.0,0.15350582310294214,0.0426019994177088,0.5563314278415599,0.24645125562926043,0.04869079876677573,0.17288395364347384,0.25108156613601024,0.04913046555504852,0.18924835944447765,0.001
17.0,0.147856079420494,0.04128098799366922,0.5388084703803345,0.22876421149607307,0.04682408918858361,0.17119239164035394,0.23369786090020872,0.04729931419374182,0.19276766213321642,0.001
18.0,0.1457155596627952,0.04216504915026755,0.5488039979431184,0.21162680344872398,0.04516670636457676,0.16798555061214307,0.21570952644453284,0.04571233624397048,0.19327169143680858,0.001
19.0,0.12930516041361143,0.040109748523785876,0.5108782007756335,0.2377790412293598,0.05426462827377615,0.16877454518822613,0.2470473710688475,0.055126485159413305,0.1948237220597563,0.001
20.0,0.12436659444004765,0.039144787898182994,0.4885355635993964,0.2105925139988083,0.04287530772283224,0.16791793984866518,0.2145424498417216,0.04329042900804996,0.18668895011025816,0.001
21.0,0.12715340236553002,0.0397022753485566,0.5212316326900777,0.19887091085427677,0.04053627312855494,0.1659277155473425,0.198930494070617,0.040700249164318004,0.18816839076878453,0.001
22.0,0.11346435606032694,0.037695375686599135,0.47245629196877154,0.19392825049641815,0.04243310733419122,0.16578201175580876,0.19739653731124004,0.043166377495692965,0.18661073227336195,0.001
23.0,0.11326525029923527,0.038023242361644505,0.4606289793255106,0.19777647527847544,0.044603944311209905,0.165135040357933,0.20295326079601875,0.04529441996957285,0.18573702034340336,0.001
24.0,0.10691970269923741,0.03769719012602326,0.4581331672638194,0.19106738181033192,0.04181941781698518,0.16564543833730358,0.19136322721286045,0.04210757269086642,0.19032091969966006,0.001
25.0,0.10350321554210146,0.03662246226819974,0.46814887252127124,0.19719381049941595,0.04475347458978013,0.16467641437072889,0.19847047771652276,0.045248396963238284,0.18620152720619873,0.001
26.0,0.10312601703475606,0.03674479606452119,0.4661922694031014,0.18594993810111088,0.04666545518876833,0.16327209935016848,0.19150296980723314,0.04729956534510843,0.18898391397002476,0.001
27.0,0.0986395501919388,0.03661205587309145,0.4762796564058235,0.18624138212012684,0.040660568733047485,0.16488792847800737,0.1892997696739936,0.04116759736118081,0.18940912302026466,0.001
28.0,0.09075162845369324,0.03523504819101896,0.40827717807463526,0.1846387093687499,0.040855538351043844,0.1662194285290341,0.18852868751940094,0.04144820636939583,0.19323817752695124,0.001
29.0,0.09311454615306186,0.03507223081381958,0.44396864711298717,0.1900426157818922,0.04592201450078957,0.16454962473653711,0.19773557071240616,0.04696505700400333,0.19569425598392476,0.001
30.0,0.08874870166535352,0.03529873423793095,0.4106344372977186,0.18473737718439207,0.04103053828900561,0.16528024425809992,0.18923745532689581,0.04161611077972635,0.18993036503723823,0.001
31.0,0.08621286334155683,0.03442117592427912,0.4261942363106828,0.17137653358387903,0.0424006952947015,0.16326553288853585,0.17425267680494533,0.04307693474157001,0.18926451053016755,0.001
32.0,0.08252263861277191,0.034273792843829136,0.40117551012602926,0.1729843454998875,0.0395697250878522,0.16483675656714222,0.17318458575554035,0.039748518164339164,0.19186469111702545,0.001
33.0,0.08069356533929649,0.03417952424155411,0.4060454652182949,0.16771043931315896,0.040374563924299146,0.163626812806988,0.170695412698911,0.041176521182412454,0.1909189068154339,0.001
34.0,0.07611247919170873,0.0327144116705372,0.3726349790638178,0.1644027590362085,0.03922098957446179,0.16386766441949077,0.16712358919127948,0.039570020824592794,0.19332191531075302,0.001
35.0,0.07906150804305832,0.03386758437974524,0.4173497883903146,0.1711205721919355,0.041674323171566614,0.16445777441114534,0.1740905093458079,0.04222526462014213,0.1934857853627767,0.001
36.0,0.0771683269452287,0.033216599901081854,0.4077707677245394,0.16531558696537366,0.03892534540318847,0.16257946542205667,0.17004804761305287,0.03969422980616513,0.1905190972575406,0.001
37.0,0.07604095009742555,0.033130289456822413,0.402940220223128,0.15850829800504565,0.039494958334624075,0.1626130850780779,0.16323563417578055,0.040305378904561505,0.18938271384629657,0.001
38.0,0.0767719030539248,0.03334033719331035,0.43944371221254097,0.15871648295912724,0.03962639872627523,0.16304906386336995,0.1598218188278309,0.04006924836545614,0.19135609167263073,0.001
39.0,0.06810436856092504,0.03190759658231443,0.3568275721211004,0.15936113549745506,0.04064658882975742,0.16202280990510604,0.16407110910769934,0.04119153922552023,0.18930901824193763,0.001
40.0,0.06716203762078897,0.031427458672487564,0.37371558076057404,0.16571401762508206,0.04082060145984732,0.16425503353085086,0.1657561081232834,0.04093391198553802,0.19024733226009588,0.001
41.0,0.06823659358498196,0.032165649941749835,0.3673467197218238,0.1610175132680222,0.04087032641221736,0.164555318899977,0.16309078206149472,0.04125604757756166,0.19417652955065057,0.001
42.0,0.06514200461408762,0.031554883268300866,0.37043121796311274,0.15768525160287866,0.03926349493599378,0.16096044858185773,0.1621321426471796,0.04003779760351551,0.19001594624886448,0.001
43.0,0.060996089751877015,0.030795113358506605,0.3419425400346764,0.1625145594156696,0.0408418501412489,0.16396259870372565,0.16564572673319486,0.04126906672757913,0.19221867401736226,0.001
44.0,0.06652162903961789,0.03132525244067323,0.38138629566721755,0.156828687715146,0.04074749482463668,0.1609948965687169,0.16127250291738132,0.04160070219361724,0.1902148342094223,0.001
45.0,0.06380347808509874,0.031171513603165023,0.38882050293965054,0.15700437456754415,0.03869688730780286,0.16290029337024575,0.1591309193744473,0.03903387454525389,0.19391910981710234,0.001
46.0,0.06011138041890338,0.030931975990847668,0.36980716437474637,0.1542076824777585,0.03905892243700075,0.1629989961903826,0.15735116028833607,0.03949803341261542,0.19311412319635674,0.001
47.0,0.057476373641027104,0.029942547244874596,0.3348263352735947,0.15542770089777433,0.039803352981657124,0.16287303401363842,0.15984375864484873,0.04052560919630066,0.19336914284553966,0.001
48.0,0.06047890660826789,0.030306284238021453,0.3807502066166688,0.1467456487623947,0.038453253606932594,0.16125505312191646,0.15051014287823267,0.03896799215366538,0.19281833073472832,0.001
49.0,0.05835021313513189,0.030140077886968143,0.3513020563811004,0.14454536741097043,0.03787015717423802,0.16071649506816893,0.14885793428869287,0.03848562036906707,0.19048638671916,0.001
50.0,0.05830948944425574,0.030137847287697257,0.3512136627186649,0.14694351615352674,0.04014358617796927,0.16136632458456626,0.149471714396127,0.040707071001144575,0.19080060845179128,0.001
51.0,0.055388003618844515,0.029608990424681316,0.34256891880561624,0.1423699180303073,0.037797765582813184,0.1606436037510013,0.14502685241434735,0.03826358219637424,0.19094413589874668,0.001
52.0,0.054458934507514586,0.029500983185949292,0.3332205853073386,0.15162766103608447,0.038563634434939695,0.16426315768614086,0.1536723391363787,0.03880531336688533,0.19622078865771633,0.001
53.0,0.05617572235217281,0.029731896978785043,0.35438519756481424,0.13993625638542373,0.03715780006922816,0.1617964649470064,0.14229744404091277,0.03745384558817455,0.19247339556167462,0.001
