epoch,train_loss,val_loss,train_rmse_RHI,train_rmse_fcnm,val_rmse_RHI,val_rmse_fcnm,lr
1,1.4791317536840158,1.4454623039162386,0.16936475038528442,0.17043888568878174,0.17087170481681824,0.17035630345344543,0.005
2,1.4483769542649536,1.4449654904635474,0.169594407081604,0.1703675389289856,0.1707245260477066,0.1705659031867981,0.005
3,1.4202392586588,1.4460234841261934,0.16953395307064056,0.17054910957813263,0.17080184817314148,0.1705986112356186,0.005
4,1.4419871592443105,1.4159463501434975,0.1696736365556717,0.169679194688797,0.1689947247505188,0.16885831952095032,0.005
5,1.417090782527725,1.402879757148586,0.16895456612110138,0.16967791318893433,0.1680470108985901,0.16841350495815277,0.005
6,1.380857132246652,1.424194428942344,0.17094649374485016,0.17082518339157104,0.1696033626794815,0.1691114604473114,0.005
7,1.3980056353717725,1.3945571343059966,0.16740266978740692,0.16861766576766968,0.1675693392753601,0.1678694784641266,0.005
8,1.4085601759067363,1.3984643678212039,0.1685856133699417,0.16855625808238983,0.16798362135887146,0.16774122416973114,0.005
9,1.3818906914845193,1.3864519690206651,0.16541151702404022,0.16791664063930511,0.16709020733833313,0.1673637479543686,0.005
10,1.3824044779297469,1.3733621791410102,0.16580580174922943,0.16730692982673645,0.16615894436836243,0.1668556183576584,0.005
11,1.3707515426897223,1.3611676179672878,0.16553547978401184,0.1671617180109024,0.16543203592300415,0.16608837246894836,0.005
12,1.3639376418189408,1.353203909016731,0.16444139182567596,0.16595031321048737,0.16496454179286957,0.16556745767593384,0.005
13,1.3533490182470487,1.3567788708031474,0.16399239003658295,0.16666662693023682,0.1651577204465866,0.16583506762981415,0.005
14,1.3651786747657355,1.3712835209187617,0.16430382430553436,0.16674599051475525,0.16616980731487274,0.16645336151123047,0.005
15,1.3441421270821636,1.34339952940508,0.1614762842655182,0.1647159308195114,0.16424152255058289,0.16521690785884857,0.005
16,1.3567219245476978,1.402896098893106,0.1654152125120163,0.16754016280174255,0.1678188443183899,0.16887648403644562,0.005
17,1.327685065769005,1.3549093499071696,0.16305305063724518,0.16544771194458008,0.16512107849121094,0.16556526720523834,0.005
18,1.3237071378651633,1.3474994878227642,0.16337965428829193,0.16591469943523407,0.16454783082008362,0.16535638272762299,0.005
19,1.3441865511195064,1.342582906608243,0.16295897960662842,0.16489121317863464,0.16427385807037354,0.16500049829483032,0.005
20,1.3578652428482365,1.3463381375462495,0.16259098052978516,0.16577166318893433,0.16451621055603027,0.16520589590072632,0.005
21,1.3319672756819525,1.341318137920328,0.16116410493850708,0.1651463657617569,0.16406962275505066,0.16517871618270874,0.005
