epoch,train_loss,val_loss,train_rmse_RHI,train_rmse_fcnm,val_rmse_RHI,val_rmse_fcnm,lr
1,0.9001007092426482,1.5093980684895727,0.13057273626327515,0.13705672323703766,0.17409218847751617,0.17512935400009155,0.001
2,0.8178167089366325,1.4612644941005895,0.12594100832939148,0.135016530752182,0.17149697244167328,0.17190469801425934,0.001
3,0.797771790391963,1.4810986106949784,0.12228002399206161,0.1317777782678604,0.17138387262821198,0.17561012506484985,0.001
4,0.7886923253798749,1.4725176261035102,0.12281186133623123,0.13076341152191162,0.1717536598443985,0.17337492108345032,0.001
5,0.769209900371698,1.4423797745033782,0.11766523122787476,0.12915225327014923,0.1699562817811966,0.17165306210517883,0.001
6,0.7521148316117586,1.4337550464058169,0.11809306591749191,0.12652556598186493,0.17018166184425354,0.16965830326080322,0.001
7,0.7402380115833956,1.4092833468203934,0.12037301808595657,0.12547188997268677,0.16835027933120728,0.16895872354507446,0.001
8,0.7167035731723703,1.3887800029607242,0.1167314425110817,0.12534397840499878,0.16738750040531158,0.16718663275241852,0.001
9,0.7318730986661645,1.3591598047965952,0.11414389312267303,0.12445013970136642,0.16546866297721863,0.16564492881298065,0.001
10,0.6985359021331633,1.393496297097378,0.11796903610229492,0.12319156527519226,0.16734138131141663,0.16813728213310242,0.001
11,0.7043509952925006,1.3809152901293853,0.11594513058662415,0.12593591213226318,0.16638609766960144,0.16777466237545013,0.001
12,0.7081288479676678,1.3598031493206522,0.11757127940654755,0.12442457675933838,0.16492949426174164,0.16684779524803162,0.001
13,0.7041878821075785,1.3340971802007824,0.11310365796089172,0.12191814184188843,0.16376133263111115,0.1644635945558548,0.001
14,0.7137095413644848,1.3117735955163763,0.11256785690784454,0.12034665048122406,0.16317708790302277,0.16147460043430328,0.001
15,0.686352816350596,1.347240821582197,0.11454442143440247,0.12150324881076813,0.16505874693393707,0.16427388787269592,0.001
16,0.6791036275758513,1.3045133417074508,0.11432808637619019,0.12135706841945648,0.16275496780872345,0.16096554696559906,0.001
17,0.6774950174518224,1.2819525163877603,0.11285575479269028,0.11907325685024261,0.1603117138147354,0.16165460646152496,0.001
18,0.659362330739601,1.2844698018079148,0.11123250424861908,0.12008560448884964,0.16087163984775543,0.16100208461284637,0.001
19,0.669704786973001,1.302176562733473,0.11345350742340088,0.11989711970090866,0.16215762495994568,0.1617409586906433,0.001
20,0.6586680738259939,1.2769214455269031,0.11430975794792175,0.11944577097892761,0.16062013804912567,0.16007842123508453,0.001
21,0.6553300906521224,1.2211591197726335,0.11259163916110992,0.11812131106853485,0.15709784626960754,0.15649551153182983,0.001
22,0.6609951974377112,1.2389373544360467,0.11155880987644196,0.1201692670583725,0.15801487863063812,0.15808182954788208,0.001
23,0.6566819634481432,1.2150944465849487,0.10777801275253296,0.1174723282456398,0.15643204748630524,0.15666450560092926,0.001
24,0.6414038754338709,1.224307202107145,0.1072879284620285,0.11550311744213104,0.15726110339164734,0.15677642822265625,0.001
25,0.6423353889490908,1.2189088801531898,0.10891754180192947,0.11596638709306717,0.1567297875881195,0.15680381655693054,0.001
26,0.6391182769990419,1.2029041983015019,0.10780131071805954,0.1166313961148262,0.15568284690380096,0.15580075979232788,0.001
27,0.645658648915207,1.220157638520008,0.10692579299211502,0.11592571437358856,0.15723195672035217,0.15602736175060272,0.001
28,0.6328107421909444,1.2018085381398032,0.1052151694893837,0.11560626327991486,0.1559499055147171,0.15504388511180878,0.001
29,0.6190393698366776,1.2110815037859415,0.10683898627758026,0.11462564766407013,0.1569642722606659,0.15479452908039093,0.001
30,0.6206843325070528,1.1780173218521355,0.10984542220830917,0.11361680179834366,0.15415561199188232,0.15399514138698578,0.001
31,0.6125575741065983,1.1706471814093693,0.10418704152107239,0.11339167505502701,0.1539284586906433,0.15299279987812042,0.001
32,0.6079383044136916,1.1596336808833205,0.10364490747451782,0.11334006488323212,0.1534232199192047,0.15182141959667206,0.001
33,0.6032678067483878,1.1631998048293257,0.10438220202922821,0.11391663551330566,0.15324679017066956,0.15289384126663208,0.001
34,0.6124821239585593,1.1626032381935776,0.1016756072640419,0.11212214827537537,0.1534334421157837,0.15239544212818146,0.001
35,0.5959118135636372,1.19514114324697,0.1043190136551857,0.11381150782108307,0.1557770073413849,0.15408168733119965,0.001
36,0.6130390798791595,1.1646539001946177,0.10367287695407867,0.11281681060791016,0.1536881923675537,0.15228576958179474,0.001
37,0.6060118435041802,1.1467182913512393,0.10321898013353348,0.11210312694311142,0.1523161232471466,0.1514839380979538,0.001
38,0.5889093357020656,1.1417534598186379,0.10365993529558182,0.11252586543560028,0.15178588032722473,0.1515623778104782,0.001
39,0.5801931595491945,1.1320188790422026,0.10024724155664444,0.11011432111263275,0.1516222506761551,0.14992745220661163,0.001
40,0.5850729476992899,1.1338215298299141,0.10030338913202286,0.11084465682506561,0.151747927069664,0.15003660321235657,0.001
41,0.5681060579043921,1.1494624417686357,0.1000312864780426,0.11217191070318222,0.1521664410829544,0.1523384153842926,0.001
42,0.5870647398372532,1.111250102002071,0.09999213367700577,0.11058643460273743,0.14984381198883057,0.14932318031787872,0.001
43,0.5703652722287702,1.1266164389351288,0.10020164400339127,0.1108771339058876,0.15099585056304932,0.15010850131511688,0.001
44,0.5718903645796743,1.1260274480949115,0.10047841817140579,0.11053641885519028,0.15116500854492188,0.14964348077774048,0.001
45,0.5849024948492427,1.1080931076216243,0.100405253469944,0.10995367914438248,0.14997778832912445,0.14840324223041534,0.001
46,0.5780064299887869,1.107166356091844,0.10130058228969574,0.10922384262084961,0.14979538321495056,0.14858539402484894,0.001
47,0.5505564839881706,1.093010887969199,0.10224363207817078,0.11057275533676147,0.14878500998020172,0.14773380756378174,0.001
48,0.561349286853709,1.1136788157134956,0.0967690646648407,0.10900163650512695,0.15011408925056458,0.14926905930042267,0.001
49,0.5678648220971997,1.0852180182724436,0.09769340604543686,0.10788886994123459,0.14847736060619354,0.14674967527389526,0.001
50,0.5430730886414391,1.0898575127774939,0.0985538512468338,0.10809819400310516,0.14894714951515198,0.1467493325471878,0.001
51,0.5544175150744394,1.069856785277735,0.09546512365341187,0.1073857918381691,0.14745111763477325,0.14564919471740723,0.001
52,0.5479199769177922,1.0798986546762728,0.0976792424917221,0.10810918360948563,0.1480768918991089,0.14646323025226593,0.001
53,0.5540712065033366,1.0857038725367931,0.0993088036775589,0.10809112340211868,0.14857234060764313,0.1466553807258606,0.001
54,0.5544748690843092,1.0867147264517616,0.09794968366622925,0.1087573766708374,0.14793136715888977,0.1481693536043167,0.001
55,0.5516719141366925,1.0641988196728256,0.09795010834932327,0.10730119049549103,0.14686129987239838,0.14567099511623383,0.001
56,0.5385237488053268,1.0608917308351782,0.0949142575263977,0.10553771257400513,0.1470225304365158,0.14464625716209412,0.001
57,0.5260088955853169,1.0754738255996408,0.09533391892910004,0.1066289022564888,0.14814265072345734,0.14540377259254456,0.001
58,0.5363354394369454,1.0489999501712663,0.09536649286746979,0.10608981549739838,0.14604148268699646,0.14415091276168823,0.001
59,0.5301556157243609,1.0829300326149705,0.09767299890518188,0.1073027029633522,0.14870226383209229,0.14581044018268585,0.001
60,0.5323559447784127,1.0607315043817718,0.09644417464733124,0.10730290412902832,0.14669063687324524,0.14529362320899963,0.001
61,0.5356740359303099,1.0517804819679366,0.09590258449316025,0.10544581711292267,0.14650923013687134,0.14377808570861816,0.001
62,0.5588295533292963,1.0447315001668451,0.09497474879026413,0.10657762736082077,0.14518378674983978,0.14500004053115845,0.001
63,0.5382320431351354,1.057056032943514,0.09657511115074158,0.10600849241018295,0.14667199552059174,0.14455856382846832,0.001
