epoch,train_loss,val_loss,train_rmse_RHI,train_rmse_fcnm,val_rmse_RHI,val_rmse_fcnm,lr
1,1.4396504692212857,1.422621266770041,0.16756950318813324,0.1690341979265213,0.16946899890899658,0.16910074651241302,0.005
2,1.4004887623878868,1.411331752660557,0.16906647384166718,0.16891472041606903,0.16872239112854004,0.16857631504535675,0.005
3,1.403797392634979,1.3974916073680475,0.16778644919395447,0.1686987280845642,0.1679646223783493,0.16760225594043732,0.005
4,1.3911450982447733,1.3934798662709669,0.16616494953632355,0.16778984665870667,0.16776055097579956,0.16728629171848297,0.005
5,1.3954213159414361,1.3807186578774235,0.16410817205905914,0.16714449226856232,0.16696453094482422,0.1665719747543335,0.005
6,1.3659414224556805,1.3803883894773834,0.165710911154747,0.16761614382266998,0.16680018603801727,0.16684432327747345,0.005
7,1.3606757469416202,1.3722948256427556,0.16551733016967773,0.1664007604122162,0.16639384627342224,0.16618554294109344,0.005
8,1.3530139671033647,1.3757772969547228,0.16520027816295624,0.1663772612810135,0.1666201800107956,0.16636554896831512,0.005
9,1.3350012773930908,1.3550875654589074,0.16252076625823975,0.164815291762352,0.16535063087940216,0.16513362526893616,0.005
10,1.3410909680385839,1.437945285352988,0.16910001635551453,0.170425146818161,0.17067193984985352,0.169413760304451,0.005
11,1.3356183810139328,1.3517541024970974,0.16462066769599915,0.1649373322725296,0.16525131464004517,0.1647191345691681,0.005
12,1.3245306395655188,1.3197950189315053,0.16304531693458557,0.163752019405365,0.16304732859134674,0.1632445752620697,0.005
13,1.3106053379059524,1.3145874105290578,0.16122686862945557,0.16318008303642273,0.16288882493972778,0.162590891122818,0.005
14,1.2935131444055483,1.3043732798502832,0.16054114699363708,0.16261549293994904,0.16203832626342773,0.16239593923091888,0.005
15,1.3119442122067593,1.302698940440894,0.15972746908664703,0.1614607274532318,0.16211824119091034,0.161919504404068,0.005
16,1.291928038477007,1.2921472157099085,0.15706002712249756,0.16076521575450897,0.16122081875801086,0.1617467850446701,0.005
17,1.292630847183115,1.3209283326773662,0.1603187918663025,0.16195394098758698,0.1632978767156601,0.16294856369495392,0.005
18,1.2863572760315292,1.3688093659220573,0.16400840878486633,0.16551023721694946,0.16604524850845337,0.1662517786026001,0.005
19,1.3041881028522555,1.285097222624391,0.16028092801570892,0.16176728904247284,0.16082249581813812,0.16122004389762878,0.005
20,1.2657843982954406,1.2756955260422957,0.1586921513080597,0.16085058450698853,0.16021181643009186,0.16067233681678772,0.005
21,1.247603597452285,1.2562882704531162,0.15568381547927856,0.15900583565235138,0.15903334319591522,0.15935450792312622,0.005
22,1.256299245338456,1.2741963395263114,0.15689070522785187,0.15964080393314362,0.16004124283790588,0.16073210537433624,0.005
23,1.2305682107584033,1.2639763200540908,0.15682601928710938,0.15911005437374115,0.15921062231063843,0.16046294569969177,0.005
24,1.2482148613425235,1.2386346087479552,0.15504002571105957,0.15755420923233032,0.15796548128128052,0.15812264382839203,0.005
25,1.2449584953050108,1.2638405756933628,0.15610763430595398,0.1584775298833847,0.15940897166728973,0.16003844141960144,0.005
26,1.2301698258322085,1.267563715045433,0.1586550772190094,0.15897706151008606,0.1598028838634491,0.1599520444869995,0.005
27,1.2190951578481206,1.2492034261824794,0.15579518675804138,0.15778076648712158,0.15838052332401276,0.15931567549705505,0.005
28,1.2055138632203506,1.2297434685608886,0.15469932556152344,0.1571343094110489,0.1571534425020218,0.15804655849933624,0.005
29,1.2090804033759974,1.2399510747294569,0.1550282984972,0.1572037786245346,0.15796175599098206,0.15838368237018585,0.005
30,1.2205939078260208,1.2385814874444172,0.1532176285982132,0.1561090648174286,0.15773382782936096,0.15858036279678345,0.005
31,1.193423557731091,1.2551996413474384,0.15270200371742249,0.15610027313232422,0.15901276469230652,0.15918773412704468,0.005
32,1.2300385243390723,1.234036311179394,0.15271694958209991,0.15638825297355652,0.1576579064130783,0.15785811841487885,0.005
33,1.1947262094388844,1.2355186210407703,0.15252864360809326,0.1563423126935959,0.1575508862733841,0.15835924446582794,0.005
34,1.216771164048084,1.2291973184406437,0.15337146818637848,0.15590940415859222,0.15700273215770721,0.15824458003044128,0.005
35,1.1873996070514772,1.2261712501308661,0.15330183506011963,0.1554119884967804,0.15713688731193542,0.15738998353481293,0.005
36,1.1980211415931314,1.2118263793401565,0.15028133988380432,0.1539922058582306,0.1561443954706192,0.1566089689731598,0.005
37,1.1570598352154153,1.2146468131241153,0.15192271769046783,0.1547660380601883,0.15617488324642181,0.15709637105464935,0.005
38,1.1806751748546411,1.2135745538627623,0.15317805111408234,0.1561582386493683,0.15621209144592285,0.15681280195713043,0.005
39,1.1797733838933664,1.2107467909885392,0.15296925604343414,0.1555243879556656,0.15593382716178894,0.15682294964790344,0.005
40,1.1777186902801247,1.2074494863927288,0.15160799026489258,0.1542234718799591,0.15579278767108917,0.1564655750989914,0.005
41,1.160271080857696,1.1884173615888123,0.15003244578838348,0.15238907933235168,0.15431945025920868,0.15571190416812897,0.005
42,1.171896822802344,1.2144972912637997,0.14957404136657715,0.1525920331478119,0.1563073992729187,0.15679959952831268,0.005
43,1.1467883854502585,1.1989694331044476,0.1488693207502365,0.15231557190418243,0.15525689721107483,0.15589077770709991,0.005
44,1.129543332177575,1.213746849590054,0.1508954018354416,0.15492889285087585,0.15594378113746643,0.15738548338413239,0.005
45,1.1414879720901994,1.197675030428505,0.14909331500530243,0.1519772857427597,0.15481044352054596,0.1565351039171219,0.005
46,1.1360429699671941,1.2036646608504995,0.14832448959350586,0.15263332426548004,0.15532752871513367,0.15666477382183075,0.005
47,1.1229529813165855,1.2059178086785254,0.1497630923986435,0.1534799039363861,0.15556345880031586,0.1566285490989685,0.005
48,1.1188554486218434,1.2048978117262068,0.14845728874206543,0.1522502899169922,0.15541648864746094,0.15672598779201508,0.005
49,1.1462342050008558,1.2102417829275176,0.14739122986793518,0.15165618062019348,0.1558123230934143,0.15696926414966583,0.005
50,1.1381500094739117,1.1934611008995495,0.14760635793209076,0.1514284908771515,0.15469098091125488,0.15595275163650513,0.005
