epoch,train_loss,train_rmse_fcnm,train_rmse_rhi,val_loss,val_rmse_fcnm,val_rmse_rhi,test_loss,test_rmse_fcnm,test_rmse_rhi,learning_rate
1.0,5.87801992893219,0.1463388093719875,0.045966846110604635,2.903754472732544,0.29018573070958703,0.023442953190601478,65.25179290771484,0.10753669959725284,0.2353667574840688,0.001
