epoch,train_loss,val_loss,val_rmse_fcnm,val_rmse_rhi,learning_rate
1.0,2.322530109684761,0.6529514203311819,0.10356679759774294,0.2388007396645715,0.001
2.0,0.506196160445479,0.46400192371008203,0.08205775875945098,0.21661639856092088,0.001
3.0,0.338507272987133,0.377226781332143,0.06912894580352354,0.20939096931580287,0.001
4.0,0.27968714743294415,0.31138786493240345,0.061441626849441926,0.20080927486585975,0.001
5.0,0.23262248574869188,0.40902037297161725,0.08427135092130615,0.20834337712193043,0.001
6.0,0.19808822053691574,0.29429224201248183,0.062954020492638,0.19986366204179742,0.001
7.0,0.18189353159839236,0.3259871705375958,0.06749549148055285,0.20304983614074096,0.001
8.0,0.1605502070155222,0.3291116217743871,0.06393937270394291,0.20132722099976125,0.001
9.0,0.1516471504044474,0.28429734494059067,0.058609685400632584,0.1995582931137371,0.001
10.0,0.1317839765034712,0.26098830149697116,0.05880128929504987,0.19549449398183366,0.001
11.0,0.11961510728770873,0.2408469192834141,0.05417021729821641,0.19390477049204013,0.001
12.0,0.1090706130816404,0.24951414843204275,0.057482591157982835,0.19351598711557574,0.001
13.0,0.10166876823310628,0.22522557590680317,0.053361384194067024,0.1940594942649322,0.001
14.0,0.10159879656113129,0.22795964946482347,0.05448606687032477,0.1935873707899456,0.001
15.0,0.08970990636835907,0.2781594894717653,0.06324650046730754,0.1963414715576897,0.001
16.0,0.08082980280779657,0.21983930563373125,0.05294752296010182,0.1950485747054434,0.001
17.0,0.0778850922285242,0.20832917141599686,0.0502579814783897,0.19293491724665807,0.001
18.0,0.07847148857661954,0.214575280760477,0.05093768776921224,0.19229320664738025,0.001
19.0,0.0696949287406719,0.22346625928445626,0.05402189753611521,0.19435919327032594,0.001
20.0,0.0598423079130392,0.2028907829662844,0.04935665960076934,0.19277672096986254,0.001
21.0,0.06310053431541737,0.1975720822060801,0.04746278824637534,0.19330535627253675,0.001
22.0,0.06081837562237365,0.2108318896120171,0.05123390344748111,0.19312239096167605,0.001
23.0,0.05542516200261407,0.20013432784671914,0.047267009420104235,0.19411007202287156,0.001
24.0,0.05260859902657286,0.20289724778137083,0.04808980972663835,0.19512969090580998,0.001
25.0,0.05023553096211368,0.19101584771661598,0.04630567673157152,0.19248941457455696,0.001
26.0,0.048267940634356,0.2004655027505031,0.049021211905219686,0.19324503413748775,0.001
27.0,0.04751022754776875,0.19407844325180523,0.047925798395234795,0.19092532100976453,0.001
28.0,0.044082224357193174,0.19408602648312875,0.047805618582737484,0.19306587993576507,0.001
29.0,0.0461065053653004,0.18998045616360054,0.04639605770799218,0.19234842985277786,0.001
30.0,0.040399270220159274,0.18977950191556617,0.048981029382772094,0.19245158517908628,0.001
31.0,0.04090308420213798,0.19570502953119848,0.04645957512398942,0.19357069119017978,0.001
32.0,0.03821690361762182,0.18388276085137023,0.04757672391759343,0.18932084925242096,0.001
33.0,0.03814470813388635,0.18502923325791762,0.04623240576228698,0.1918957887594907,0.001
34.0,0.035759615464188106,0.1887832218414951,0.0471918110434988,0.1928153749901296,0.001
35.0,0.03702367007299448,0.17980929943286938,0.04557989403013093,0.18981922251690622,0.001
36.0,0.03429990862276208,0.19151058571229274,0.04483237757548899,0.1945820466386717,0.001
37.0,0.033957615343098435,0.18850050355245657,0.05006105512077385,0.19138840365286097,0.001
38.0,0.03358629414374879,0.18191708278758476,0.04849246833585161,0.1911731614266216,0.001
39.0,0.03261685784518173,0.1855624380225562,0.047111173351974824,0.1930706093333308,0.001
40.0,0.03108830176747663,0.18457662003246222,0.04573406639656023,0.1912394041698733,0.001
41.0,0.030811240159689685,0.18063686664922635,0.045043997678850735,0.19149449436244373,0.0005
42.0,0.01793455168523524,0.16920304067467365,0.043716225159645995,0.19067726534490134,0.0005
43.0,0.01620885252679078,0.16882612940363018,0.0427630524148531,0.19126509001585285,0.0005
44.0,0.016648213154883698,0.16653164346516663,0.04380421636787583,0.18948674978991287,0.0005
45.0,0.015845341133083234,0.16769930472797662,0.04265031655564849,0.19072702103804842,0.0005
46.0,0.016321609561355317,0.1682633822611878,0.04277493776079922,0.19033902160634722,0.0005
47.0,0.01567372397731811,0.16768173844396786,0.042532334946838966,0.19144181692238818,0.0005
48.0,0.015750952220132758,0.16425946086340448,0.04186261705139394,0.19023634927082014,0.0005
49.0,0.015224749752193116,0.16709917213717176,0.0442591643849373,0.19007180038534552,0.0005
50.0,0.015014542478863871,0.16395639649810095,0.041902757623556525,0.19040427287246947,0.0005
51.0,0.014536761481564664,0.16775320347476774,0.04201512261884328,0.19228298939281221,0.0005
52.0,0.015255069449310002,0.16612924569548404,0.04195191876195865,0.1919923825158063,0.0005
53.0,0.014743901106621476,0.16417265841397755,0.0423720591525499,0.18984666191315844,0.0005
54.0,0.013682669558064608,0.1679021233514563,0.04324208658314798,0.19138906092031738,0.0005
55.0,0.014323932637774909,0.16291599587135802,0.04215922572989176,0.19017850944492343,0.0005
56.0,0.014551811396854816,0.1650634861496893,0.04269365782262443,0.1907449664996881,0.0005
57.0,0.013631653546111832,0.16417477086218998,0.04194496064136098,0.19097466618561088,0.0005
58.0,0.012991032859633713,0.16446763995471547,0.04220801375921863,0.1913006559055913,0.0005
59.0,0.013652312079528403,0.16758864487146993,0.04303669255622019,0.19086166088040596,0.0005
60.0,0.01317943256595559,0.1655883074604836,0.04227854882315606,0.1912341832380404,0.0005
61.0,0.012750721573022475,0.16518708441138757,0.042792278869888616,0.19055078141879803,0.00025
62.0,0.008880698001530546,0.1632852177506309,0.04190002005998891,0.1910637943770478,0.00025
63.0,0.008678055737495482,0.16386346129960977,0.04178023121578679,0.19179710062074012,0.00025
64.0,0.008824537997813993,0.1624844359350219,0.04186357986833454,0.19105222022967222,0.00025
65.0,0.008697133255819342,0.16253993455008908,0.04210826737404922,0.19070398852841874,0.00025
66.0,0.008470408327696395,0.162100833243771,0.04193949673181628,0.190829309354849,0.00025
67.0,0.008646851772176545,0.16029460340955057,0.04150482308566432,0.19044028974283425,0.00025
68.0,0.008529124853949426,0.16004112079784286,0.041453919614367264,0.19048033889014,0.00025
69.0,0.008276086238982131,0.16257982816908864,0.04205447733525327,0.19093782649437613,0.00025
70.0,0.008213747075727067,0.16246031154128823,0.0422926587752769,0.19096299791447482,0.00025
71.0,0.007878105649267674,0.16110455432095694,0.0419721957241817,0.19066116899541127,0.00025
72.0,0.008182266574226929,0.16419270668150565,0.04247848203161009,0.1915009428612891,0.00025
73.0,0.007912317566843645,0.1600247371056383,0.04173503132040426,0.19032399930235117,0.00025
74.0,0.0077972906351908185,0.16183245692410272,0.04163888134637243,0.19133270143009004,0.00025
75.0,0.007671380262046224,0.162373268515149,0.04184001926367866,0.19142391473525355,0.00025
76.0,0.007852195448799584,0.16215817446044392,0.0421900633105953,0.19111265065957167,0.00025
77.0,0.007782070134991332,0.1630555024106895,0.04169700973404561,0.1918660808977022,0.00025
78.0,0.0075179783596390935,0.16070426038438587,0.041959384290279754,0.19047390226723235,0.00025
79.0,0.007892676441966782,0.16151233695920755,0.04195584686423295,0.19087198750855555,0.000125
80.0,0.00621657824038932,0.16058094315899696,0.041584264813638694,0.19108618127913207,0.000125
81.0,0.005962019671120722,0.16069320926950445,0.041807164762573824,0.1910634034899667,0.000125
82.0,0.006072937041741868,0.16082610522104265,0.042181660897296525,0.19098274138233717,0.000125
83.0,0.005887969820285878,0.1598032133219007,0.041930747478164956,0.19063676929850254,0.000125
84.0,0.005784858041622977,0.1613150833475948,0.04168533582372698,0.19131971972453038,0.000125
85.0,0.005808036129496324,0.16043790256232515,0.041778474752066544,0.19123286125143593,0.000125
86.0,0.005665493754499504,0.16087720922818413,0.04180161898894662,0.19108466208814587,0.000125
87.0,0.0059323242712700786,0.16113098559876582,0.042308586545307586,0.19094581802711935,0.000125
88.0,0.00571094172329166,0.1600502925417587,0.04174125062270199,0.19081668507558516,0.000125
89.0,0.0057319838730982816,0.15977063675019162,0.04181408594447867,0.19082403683403562,0.000125
90.0,0.005570428784767334,0.16041713180107137,0.04190384819207016,0.19102753891822427,0.000125
91.0,0.005458215910577423,0.159423373493308,0.041751218433881354,0.19060103340832563,0.000125
92.0,0.005576749194099506,0.1602542880792007,0.04191636430010617,0.19089371375977693,0.000125
93.0,0.005464846755499639,0.16126800848150366,0.04195081299355557,0.19141701620923163,0.000125
94.0,0.005488383951952719,0.16002929857003834,0.04202538164839595,0.1909567057361585,0.000125
95.0,0.005412431328743254,0.15937900942135946,0.0418820079193598,0.19055118104085245,0.000125
96.0,0.00534332619095698,0.16146458493875623,0.04213672173848063,0.19139380576756956,0.000125
97.0,0.00528463071612096,0.16042587192820348,0.04182685597568893,0.19111955536744313,0.000125
98.0,0.005413112818559712,0.16058155247407954,0.04195286307165066,0.1908208029547131,0.000125
99.0,0.005363049251254347,0.16165255593183986,0.04207062918178276,0.1916186158431132,0.000125
100.0,0.005288723868635043,0.16043067867325037,0.04218557546279325,0.19088751187012845,0.000125
