velocity_TB
224.45842
224.88484
225.31125
225.73767
226.16408
226.5905
227.0169
227.44333
227.86975
228.29616
228.72258
229.14899
229.57541
230.00183
230.42824
230.85466
231.28107
231.70749
232.13391
232.56032
232.98674
233.41315
233.83957
234.26598
234.6924
235.11882
235.54523
235.97165
236.39806
236.82448
237.2509
237.6773
238.10373
238.53014
238.95656
239.38298
239.80939
240.23581
240.66222
241.08864
241.51506
241.94147
242.36789
242.7943
243.22072
243.64713
244.07355
244.49997
244.92638
245.3528
245.7792
246.20563
246.63205
247.05846
247.48488
247.91129
248.3377
248.76413
249.19054
249.61696
250.04337
250.46979
250.8962
251.32262
251.74904
252.17545
252.60187
253.02827
253.4547
253.88112
254.30753
254.73395
255.16035
255.58678
256.01318
256.4396
256.86603
257.29245
257.71884
258.14526
258.5717
258.9981
259.42453
259.85092
260.27734
260.70377
261.1302
261.5566
261.983
262.40942
262.83585
263.26227
263.6887
264.11508
264.5415
264.96793
265.39435
265.82077
266.24716
266.67358
267.1
267.52643
267.95285
268.37924
268.80566
269.2321
269.6585
270.0849
270.51132
270.93774
271.36417
271.7906
272.21698
272.6434
273.06982
273.49625
273.92267
274.34906
274.77548
275.2019
275.62833
276.05475
276.48114
276.90756
277.33398
277.7604
278.18683
278.61322
279.03964
279.46606
279.8925
280.3189
280.7453
281.17172
281.59814
282.02457
282.451
282.87738
283.3038
283.73022
284.15665
284.58307
285.00946
285.43588
285.8623
286.28873
286.71512
287.14154
287.56796
287.9944
288.4208
288.8472
289.27362
289.70004
290.12646
290.5529
290.97928
291.4057
291.83212
292.25854
292.68497
293.11136
293.53778
293.9642
294.39062
294.81705
295.24344
295.66986
296.09628
296.5227
296.94913
297.37552
297.80194
298.22836
298.6548
299.0812
299.5076
299.93402
300.36044
300.78687
301.21326
301.63968
302.0661
302.49252
302.91895
303.34534
303.77176
304.19818
304.6246
305.05103
305.47742
305.90384
306.33026
306.75668
307.1831
307.6095
308.03592
308.46234
308.88876
309.3152
309.74158
